sim,farm_id,county_name,production,newly_infected,newly_detected
1,1,Jolly Island,conventional,FALSE,FALSE
1,2,Jolly Island,broiler_2,FALSE,FALSE
1,3,Jolly Island,broiler_2,FALSE,FALSE
1,4,Jolly Island,organic,FALSE,FALSE
1,5,Jolly Island,conventional,FALSE,FALSE
1,6,Jolly Island,broiler_2,FALSE,FALSE
1,7,Jolly Island,organic,FALSE,FALSE
1,8,Jolly Island,conventional,FALSE,FALSE
1,9,Jolly Island,conventional,FALSE,FALSE
1,10,Jolly Island,broiler_2,FALSE,FALSE
1,11,Jolly Island,broiler_2,FALSE,FALSE
1,12,Jolly Island,conventional,FALSE,FALSE
1,13,Jolly Island,conventional,FALSE,FALSE
1,14,Jolly Island,broiler_1,FALSE,FALSE
1,15,Jolly Island,conventional,FALSE,FALSE
1,16,Jolly Island,broiler_2,FALSE,FALSE
1,17,Jolly Island,layer,FALSE,FALSE
1,18,Jolly Island,conventional,FALSE,FALSE
1,19,Jolly Island,conventional,FALSE,FALSE
1,20,Jolly Island,conventional,FALSE,FALSE
1,21,Jolly Island,broiler_2,FALSE,FALSE
1,22,Jolly Island,broiler_2,TRUE,TRUE
1,23,Jolly Island,conventional,FALSE,FALSE
1,24,Jolly Island,conventional,FALSE,FALSE
1,25,Jolly Island,broiler_2,FALSE,FALSE
1,26,Jolly Island,conventional,FALSE,FALSE
1,27,Jolly Island,broiler_1,FALSE,FALSE
1,28,Jolly Island,conventional,FALSE,FALSE
1,29,Jolly Island,conventional,FALSE,FALSE
1,30,Jolly Island,broiler_1,TRUE,TRUE
1,31,Jolly Island,broiler_2,FALSE,FALSE
1,32,Jolly Island,conventional,FALSE,FALSE
1,33,Jolly Island,broiler_2,FALSE,FALSE
1,34,Jolly Island,conventional,FALSE,FALSE
1,35,Jolly Island,conventional,FALSE,FALSE
1,36,Jolly Island,broiler_2,FALSE,FALSE
1,37,Jolly Island,conventional,FALSE,FALSE
1,38,Jolly Island,broiler_2,FALSE,FALSE
1,39,Jolly Island,conventional,FALSE,FALSE
1,40,Jolly Island,broiler_2,FALSE,FALSE
1,41,Jolly Island,conventional,FALSE,FALSE
1,42,Jolly Island,conventional,FALSE,FALSE
1,43,Jolly Island,organic,FALSE,FALSE
1,44,Jolly Island,broiler_2,FALSE,FALSE
1,45,Jolly Island,conventional,FALSE,FALSE
1,46,Jolly Island,layer,TRUE,TRUE
1,47,Jolly Island,broiler_2,FALSE,FALSE
1,48,Jolly Island,organic,FALSE,FALSE
1,49,Jolly Island,broiler_2,FALSE,FALSE
1,50,Jolly Island,broiler_2,FALSE,FALSE
1,51,Jolly Island,broiler_1,FALSE,FALSE
1,52,Jolly Island,conventional,FALSE,FALSE
1,53,Jolly Island,broiler_2,FALSE,FALSE
1,54,Jolly Island,broiler_2,FALSE,FALSE
1,55,Jolly Island,layer,FALSE,FALSE
1,56,Jolly Island,broiler_2,FALSE,FALSE
1,57,Jolly Island,conventional,FALSE,FALSE
1,58,Jolly Island,conventional,FALSE,FALSE
1,59,Jolly Island,conventional,FALSE,FALSE
1,60,Jolly Island,conventional,FALSE,FALSE
1,61,Jolly Island,broiler_2,FALSE,FALSE
1,62,Jolly Island,organic,FALSE,FALSE
1,63,Jolly Island,conventional,FALSE,FALSE
1,64,Jolly Island,conventional,FALSE,FALSE
1,65,Jolly Island,conventional,FALSE,FALSE
1,66,Jolly Island,conventional,FALSE,FALSE
1,67,Jolly Island,conventional,FALSE,FALSE
1,68,Jolly Island,conventional,FALSE,FALSE
1,69,Jolly Island,broiler_1,FALSE,FALSE
1,70,Jolly Island,broiler_1,FALSE,FALSE
1,71,Jolly Island,organic,TRUE,FALSE
1,72,Jolly Island,broiler_1,FALSE,FALSE
1,73,Jolly Island,broiler_1,TRUE,TRUE
1,74,Jolly Island,conventional,FALSE,FALSE
1,75,Jolly Island,conventional,FALSE,FALSE
1,76,Jolly Island,broiler_2,FALSE,FALSE
1,77,Jolly Island,conventional,FALSE,FALSE
1,78,Jolly Island,broiler_1,FALSE,FALSE
1,79,Jolly Island,broiler_1,FALSE,FALSE
1,80,Jolly Island,organic,FALSE,FALSE
1,81,Jolly Island,conventional,FALSE,FALSE
1,82,Jolly Island,conventional,FALSE,FALSE
1,83,Jolly Island,broiler_1,FALSE,FALSE
1,84,Jolly Island,conventional,FALSE,FALSE
1,85,Jolly Island,conventional,FALSE,FALSE
1,86,Jolly Island,organic,FALSE,FALSE
1,87,Jolly Island,broiler_2,FALSE,FALSE
1,88,Jolly Island,conventional,FALSE,FALSE
1,89,Jolly Island,conventional,FALSE,FALSE
1,90,Jolly Island,conventional,FALSE,FALSE
1,91,Jolly Island,broiler_1,FALSE,FALSE
1,92,Jolly Island,broiler_2,FALSE,FALSE
1,93,Jolly Island,broiler_2,FALSE,FALSE
1,94,Jolly Island,conventional,FALSE,FALSE
1,95,Jolly Island,conventional,FALSE,FALSE
1,96,Jolly Island,broiler_2,FALSE,FALSE
1,97,Jolly Island,organic,FALSE,FALSE
1,98,Jolly Island,organic,FALSE,FALSE
1,99,Jolly Island,broiler_2,FALSE,FALSE
1,100,Jolly Island,broiler_2,FALSE,FALSE
1,101,Jolly Island,conventional,FALSE,FALSE
1,102,Jolly Island,broiler_1,FALSE,FALSE
1,103,Jolly Island,layer,FALSE,FALSE
1,104,Jolly Island,conventional,FALSE,FALSE
1,105,Jolly Island,layer,FALSE,FALSE
1,106,Jolly Island,broiler_2,FALSE,TRUE
1,107,Jolly Island,conventional,FALSE,FALSE
1,108,Jolly Island,conventional,FALSE,FALSE
1,109,Jolly Island,broiler_2,FALSE,FALSE
1,110,Jolly Island,broiler_1,FALSE,FALSE
1,111,Jolly Island,broiler_1,FALSE,FALSE
1,112,Jolly Island,organic,FALSE,FALSE
1,113,Jolly Island,conventional,FALSE,FALSE
1,114,Jolly Island,conventional,FALSE,FALSE
1,115,Jolly Island,broiler_2,FALSE,FALSE
1,116,Jolly Island,broiler_2,FALSE,FALSE
1,117,Jolly Island,organic,FALSE,FALSE
1,118,Jolly Island,broiler_1,FALSE,FALSE
1,119,Jolly Island,organic,FALSE,FALSE
1,120,Jolly Island,conventional,FALSE,FALSE
1,121,Jolly Island,conventional,FALSE,FALSE
1,122,Jolly Island,conventional,FALSE,FALSE
1,123,Jolly Island,conventional,FALSE,FALSE
1,124,Jolly Island,broiler_2,FALSE,FALSE
1,125,Jolly Island,broiler_2,FALSE,FALSE
1,126,Jolly Island,conventional,FALSE,FALSE
1,127,Jolly Island,conventional,FALSE,FALSE
1,128,Jolly Island,broiler_1,FALSE,FALSE
1,129,Jolly Island,conventional,FALSE,FALSE
1,130,Jolly Island,broiler_2,FALSE,FALSE
1,131,Jolly Island,conventional,TRUE,TRUE
1,132,Jolly Island,conventional,FALSE,FALSE
1,133,Jolly Island,conventional,TRUE,TRUE
1,134,Jolly Island,broiler_2,FALSE,FALSE
1,135,Jolly Island,broiler_2,FALSE,FALSE
1,136,Jolly Island,conventional,FALSE,FALSE
1,137,Jolly Island,organic,FALSE,FALSE
1,138,Jolly Island,broiler_2,FALSE,FALSE
1,139,Jolly Island,broiler_2,FALSE,FALSE
1,140,Jolly Island,conventional,FALSE,FALSE
1,141,Jolly Island,conventional,FALSE,FALSE
1,142,Jolly Island,broiler_1,FALSE,FALSE
1,143,Jolly Island,broiler_2,FALSE,FALSE
1,144,Jolly Island,conventional,FALSE,FALSE
1,145,Jolly Island,broiler_1,FALSE,FALSE
1,146,Jolly Island,layer,FALSE,FALSE
1,147,Jolly Island,conventional,FALSE,FALSE
1,148,Jolly Island,conventional,FALSE,FALSE
1,149,Jolly Island,organic,FALSE,FALSE
1,150,Jolly Island,broiler_2,FALSE,FALSE
1,151,Jolly Island,broiler_1,FALSE,FALSE
1,152,Jolly Island,conventional,FALSE,FALSE
1,153,Jolly Island,conventional,FALSE,FALSE
1,154,Jolly Island,broiler_1,FALSE,FALSE
1,155,Jolly Island,conventional,FALSE,FALSE
1,156,Jolly Island,layer,FALSE,FALSE
1,157,Jolly Island,conventional,FALSE,FALSE
1,158,Jolly Island,conventional,FALSE,FALSE
1,159,Jolly Island,conventional,FALSE,FALSE
1,160,Jolly Island,broiler_1,FALSE,FALSE
1,161,Jolly Island,layer,FALSE,FALSE
1,162,Jolly Island,conventional,FALSE,FALSE
1,163,Jolly Island,conventional,FALSE,FALSE
1,164,Jolly Island,conventional,FALSE,FALSE
1,165,Jolly Island,broiler_1,FALSE,FALSE
1,166,Jolly Island,organic,FALSE,FALSE
1,167,Jolly Island,layer,FALSE,FALSE
1,168,Jolly Island,organic,FALSE,FALSE
1,169,Jolly Island,conventional,FALSE,FALSE
1,170,Jolly Island,conventional,FALSE,FALSE
1,171,Jolly Island,conventional,FALSE,FALSE
1,172,Jolly Island,conventional,FALSE,FALSE
1,173,Jolly Island,organic,FALSE,FALSE
1,174,Jolly Island,organic,FALSE,FALSE
1,175,Jolly Island,broiler_2,FALSE,FALSE
1,176,Jolly Island,broiler_1,FALSE,FALSE
1,177,Jolly Island,organic,FALSE,FALSE
1,178,Jolly Island,broiler_1,FALSE,FALSE
1,179,Jolly Island,organic,FALSE,FALSE
1,180,Jolly Island,broiler_1,FALSE,FALSE
1,181,Jolly Island,conventional,FALSE,FALSE
1,182,Jolly Island,conventional,FALSE,FALSE
1,183,Jolly Island,broiler_1,FALSE,FALSE
1,184,Jolly Island,conventional,FALSE,FALSE
1,185,Jolly Island,broiler_1,FALSE,FALSE
1,186,Jolly Island,broiler_2,FALSE,FALSE
1,187,Jolly Island,conventional,FALSE,FALSE
1,188,Jolly Island,broiler_2,FALSE,FALSE
1,189,Jolly Island,conventional,FALSE,FALSE
1,190,Jolly Island,conventional,FALSE,FALSE
1,191,Jolly Island,conventional,FALSE,FALSE
1,192,Jolly Island,conventional,FALSE,FALSE
1,193,Jolly Island,broiler_2,TRUE,TRUE
1,194,Jolly Island,organic,FALSE,FALSE
1,195,Jolly Island,broiler_1,FALSE,FALSE
1,196,Jolly Island,broiler_2,FALSE,FALSE
1,197,Jolly Island,conventional,FALSE,FALSE
1,198,Jolly Island,conventional,FALSE,FALSE
1,199,Jolly Island,broiler_2,FALSE,FALSE
1,200,Jolly Island,broiler_1,FALSE,FALSE
1,201,Jolly Island,conventional,FALSE,FALSE
1,202,Jolly Island,broiler_2,FALSE,FALSE
1,203,Jolly Island,conventional,FALSE,FALSE
1,204,Jolly Island,conventional,FALSE,FALSE
1,205,Jolly Island,conventional,FALSE,FALSE
1,206,Jolly Island,conventional,FALSE,FALSE
1,207,Jolly Island,layer,FALSE,FALSE
1,208,Jolly Island,conventional,FALSE,FALSE
1,209,Jolly Island,broiler_2,FALSE,FALSE
1,210,Jolly Island,conventional,TRUE,TRUE
1,211,Jolly Island,broiler_1,FALSE,FALSE
1,212,Jolly Island,broiler_2,FALSE,FALSE
1,213,Jolly Island,broiler_2,FALSE,FALSE
1,214,Jolly Island,conventional,FALSE,FALSE
1,215,Jolly Island,broiler_1,FALSE,FALSE
1,216,Jolly Island,conventional,FALSE,FALSE
1,217,Jolly Island,conventional,FALSE,FALSE
1,218,Jolly Island,broiler_1,FALSE,FALSE
1,219,Jolly Island,organic,FALSE,FALSE
1,220,Jolly Island,conventional,FALSE,FALSE
1,221,Jolly Island,broiler_2,FALSE,FALSE
1,222,Jolly Island,conventional,FALSE,FALSE
1,223,Jolly Island,broiler_2,FALSE,FALSE
1,224,Jolly Island,broiler_1,FALSE,FALSE
1,225,Jolly Island,layer,FALSE,FALSE
1,226,Jolly Island,broiler_2,FALSE,FALSE
1,227,Jolly Island,broiler_2,FALSE,FALSE
1,228,Jolly Island,broiler_2,TRUE,TRUE
1,229,Jolly Island,broiler_2,FALSE,FALSE
1,230,Jolly Island,conventional,FALSE,FALSE
1,231,Jolly Island,broiler_2,FALSE,FALSE
1,232,Jolly Island,conventional,FALSE,FALSE
1,233,Jolly Island,organic,FALSE,FALSE
1,234,Jolly Island,broiler_2,FALSE,FALSE
1,235,Jolly Island,broiler_2,FALSE,FALSE
1,236,Jolly Island,conventional,FALSE,FALSE
1,237,Jolly Island,conventional,FALSE,FALSE
1,238,Jolly Island,conventional,FALSE,FALSE
1,239,Jolly Island,broiler_2,FALSE,FALSE
1,240,Jolly Island,conventional,FALSE,FALSE
1,241,Jolly Island,conventional,FALSE,FALSE
1,242,Jolly Island,conventional,FALSE,FALSE
1,243,Jolly Island,conventional,FALSE,FALSE
1,244,Jolly Island,conventional,FALSE,FALSE
1,245,Jolly Island,conventional,FALSE,FALSE
1,246,Jolly Island,conventional,FALSE,FALSE
1,247,Jolly Island,broiler_2,FALSE,FALSE
1,248,Jolly Island,conventional,FALSE,FALSE
1,249,Jolly Island,broiler_2,FALSE,FALSE
1,250,Jolly Island,organic,FALSE,FALSE
1,251,Jolly Island,conventional,FALSE,FALSE
1,252,Jolly Island,broiler_2,FALSE,FALSE
1,253,Jolly Island,conventional,FALSE,FALSE
1,254,Jolly Island,conventional,FALSE,FALSE
1,255,Jolly Island,conventional,FALSE,FALSE
1,256,Jolly Island,conventional,FALSE,FALSE
1,257,Jolly Island,conventional,TRUE,TRUE
1,258,Jolly Island,broiler_1,FALSE,FALSE
1,259,Jolly Island,conventional,FALSE,FALSE
1,260,Jolly Island,conventional,FALSE,FALSE
1,261,Jolly Island,broiler_2,FALSE,FALSE
1,262,Jolly Island,broiler_1,FALSE,FALSE
1,263,Jolly Island,broiler_1,FALSE,FALSE
1,264,Jolly Island,organic,FALSE,FALSE
1,265,Jolly Island,conventional,FALSE,FALSE
1,266,Jolly Island,conventional,FALSE,FALSE
1,267,Jolly Island,broiler_2,FALSE,FALSE
1,268,Jolly Island,conventional,FALSE,FALSE
1,269,Jolly Island,broiler_2,FALSE,FALSE
1,270,Jolly Island,broiler_1,FALSE,FALSE
1,271,Jolly Island,conventional,FALSE,FALSE
1,272,Jolly Island,conventional,FALSE,FALSE
1,273,Jolly Island,broiler_2,TRUE,TRUE
1,274,Jolly Island,conventional,FALSE,FALSE
1,275,Jolly Island,conventional,FALSE,FALSE
1,276,Jolly Island,conventional,FALSE,FALSE
1,277,Jolly Island,broiler_2,FALSE,FALSE
1,278,Jolly Island,broiler_1,FALSE,FALSE
1,279,Jolly Island,conventional,FALSE,FALSE
1,280,Jolly Island,conventional,FALSE,FALSE
1,281,Jolly Island,conventional,FALSE,FALSE
1,282,Jolly Island,organic,FALSE,FALSE
1,283,Jolly Island,conventional,FALSE,FALSE
1,284,Jolly Island,organic,FALSE,FALSE
1,285,Jolly Island,broiler_2,FALSE,FALSE
1,286,Jolly Island,broiler_2,FALSE,FALSE
1,287,Jolly Island,conventional,FALSE,FALSE
1,288,Jolly Island,layer,FALSE,FALSE
1,289,Jolly Island,broiler_2,FALSE,FALSE
1,290,Jolly Island,conventional,FALSE,FALSE
1,291,Jolly Island,conventional,FALSE,FALSE
1,292,Jolly Island,conventional,FALSE,FALSE
1,293,Jolly Island,conventional,FALSE,FALSE
1,294,Jolly Island,broiler_2,FALSE,FALSE
1,295,Jolly Island,broiler_2,FALSE,FALSE
1,296,Jolly Island,broiler_2,FALSE,FALSE
1,297,Jolly Island,conventional,FALSE,FALSE
1,298,Jolly Island,broiler_2,FALSE,FALSE
1,299,Jolly Island,broiler_2,FALSE,FALSE
1,300,Jolly Island,conventional,FALSE,FALSE
1,301,Jolly Island,broiler_2,FALSE,FALSE
1,302,Jolly Island,broiler_2,FALSE,FALSE
1,303,Jolly Island,conventional,FALSE,FALSE
1,304,Jolly Island,conventional,FALSE,FALSE
1,305,Jolly Island,broiler_2,FALSE,FALSE
1,306,Jolly Island,conventional,FALSE,FALSE
1,307,Jolly Island,conventional,FALSE,FALSE
1,308,Jolly Island,organic,FALSE,FALSE
1,309,Jolly Island,conventional,FALSE,FALSE
1,310,Jolly Island,broiler_2,FALSE,FALSE
1,311,Jolly Island,conventional,FALSE,FALSE
1,312,Jolly Island,broiler_2,FALSE,FALSE
1,313,Jolly Island,broiler_1,FALSE,FALSE
1,314,Jolly Island,broiler_2,FALSE,FALSE
1,315,Jolly Island,conventional,FALSE,FALSE
1,316,Jolly Island,broiler_1,FALSE,FALSE
1,317,Jolly Island,broiler_2,FALSE,FALSE
1,318,Jolly Island,broiler_2,FALSE,FALSE
1,319,Jolly Island,broiler_1,TRUE,FALSE
1,320,Jolly Island,conventional,FALSE,FALSE
1,321,Jolly Island,broiler_2,FALSE,FALSE
1,322,Jolly Island,conventional,FALSE,FALSE
1,323,Jolly Island,conventional,FALSE,FALSE
1,324,Jolly Island,conventional,FALSE,FALSE
1,325,Jolly Island,conventional,FALSE,FALSE
1,326,Jolly Island,conventional,FALSE,FALSE
1,327,Jolly Island,broiler_1,FALSE,FALSE
1,328,Jolly Island,conventional,FALSE,FALSE
1,329,Jolly Island,broiler_2,FALSE,FALSE
1,330,Jolly Island,broiler_2,FALSE,FALSE
1,331,Jolly Island,conventional,FALSE,FALSE
1,332,Jolly Island,conventional,FALSE,FALSE
1,333,Jolly Island,organic,FALSE,FALSE
1,334,Jolly Island,broiler_1,FALSE,FALSE
1,335,Jolly Island,organic,FALSE,FALSE
1,336,Jolly Island,layer,FALSE,FALSE
1,337,Jolly Island,broiler_1,FALSE,FALSE
1,338,Jolly Island,conventional,FALSE,FALSE
1,339,Jolly Island,conventional,FALSE,FALSE
1,340,Jolly Island,organic,FALSE,TRUE
1,341,Jolly Island,organic,TRUE,TRUE
1,342,Jolly Island,conventional,FALSE,FALSE
1,343,Jolly Island,organic,FALSE,FALSE
1,344,Jolly Island,conventional,FALSE,FALSE
1,345,Jolly Island,broiler_2,FALSE,FALSE
1,346,Jolly Island,conventional,FALSE,FALSE
1,347,Jolly Island,conventional,FALSE,FALSE
1,348,Jolly Island,conventional,FALSE,FALSE
1,349,Jolly Island,broiler_1,FALSE,FALSE
1,350,Jolly Island,broiler_2,FALSE,FALSE
1,351,Jolly Island,organic,FALSE,FALSE
1,352,Jolly Island,conventional,FALSE,FALSE
1,353,Jolly Island,organic,FALSE,FALSE
1,354,Jolly Island,broiler_2,TRUE,FALSE
1,355,Jolly Island,broiler_2,FALSE,FALSE
1,356,Jolly Island,conventional,FALSE,FALSE
1,357,Jolly Island,broiler_2,FALSE,FALSE
1,358,Jolly Island,conventional,FALSE,FALSE
1,359,Jolly Island,organic,FALSE,FALSE
